Nama,Komentar,Waktu,Likes,Reply Count
@user-ux3dc5bj5u,Gue ngeliat ini setelah selesai nntn podcast nya Andri Rizky putra di Dr. Richard lol. Miriiis miris,2024-08-09T07:51:41Z,0,0.0
@keyboard-bender,"buat warga malaysia yang nonton, saya ucapkan: ""selamat menonton kelucuan dari negeri tetangga"" ",2024-08-09T07:49:35Z,0,0.0
@HaniHani-nu4zm,"Btul jer gw juga krja di bengkel mobil 5 bln yng lalu ada orng yng masuk krja dngn mmbwa semua persaratan lngkap tapi anh nya paspraktek ngbtulin mobil yng mati  jngn kn masang mesin bongkar mesin pun ta bisa bhkn nomor kunci,,pun dia ta tau akhirnya dia mngundurkn drinya sndri mungkin dia juga pkai jasa joki",2024-08-09T07:48:42Z,0,0.0
@anggasasmito346,"Joki sebenarnya hal yg tidak illegal apabila dalam prakteknya ngebimbing si mahasiswa supaya ngerti, nah yg parah kan ngejoki tapi mahasiswanya gafaham konteksnya, gafaham teori2 yg udh di tuliskan, jadi meending klo mau joki tugas seekaligus minta bimbingan aja biar enak",2024-08-09T07:47:36Z,1,2.0
@wallet5-pc3qc,"Adek aku jadi joki skripsi tapi yang seperti Abang jelaskan ini, dia cuma bantu ngerjain, sementara konsep dan materi serta judul ya dari si pemesan, seminggu dua kali ada pertemuan untuk membahas skripsi yang mereka garap. Adek gue juga pilih2 orang ketika ngambil job. Dia gak mau si pemesan ini 100% angkat tangan gitu ajah.",2024-08-09T07:55:20Z,0,
@anggasasmito346,"@@wallet5-pc3qc itu lebih di sebut pembimbing si daripada joki, yg penting mau dan nyoba ngerti isi materi dan bukan karena terpaksa aja si, soalnya biasanya kita bgung dan butuh orang lain buat ngajarin, klo yg kek gni masih aga lebih baij",2024-08-09T08:06:35Z,0,
@onemobile7279,kren bangat warga kanoha😂,2024-08-09T07:47:25Z,0,0.0
@bacot279,Di konoha emang pada tolol,2024-08-09T07:47:20Z,0,0.0
@ywat909,Tukang photocopy tertawa melihat ini..wkwkwk... Biasa aja,2024-08-09T07:46:53Z,0,0.0
@sanada_lastSengokuhero,"Ga usah kuliah kalo ujung2nua begini... 
Lagian gimana mau Indonesia emas?????",2024-08-09T07:46:33Z,0,0.0
@dandipra_chanel264,"Yg begini nih yg melahirkan pejabat"" Korup",2024-08-09T07:46:10Z,0,0.0
@hollafifi,Ya Allah mana gue kuliah di UT lagi wkwkw,2024-08-09T07:45:53Z,0,1.0
@peopleshitt,Onlinenya ?,2024-08-09T08:01:17Z,0,
@ajik8603,KKN dari usia dini.....budaya di konoha😂😂,2024-08-09T07:45:31Z,0,0.0
@Elon_musk77777,"Setelah Joki Skripsi ink, muncul ChatGPT😂",2024-08-09T07:44:43Z,0,0.0
@INAAKHMAD,"Kalau di pikir"", udah lulus sekolah trs ga kuliah udah bersyukur bggttt 😂 ga buang"" duittt ... Bayangin brp juta 4thn pengeluaran 😂",2024-08-09T07:43:04Z,0,0.0
@GNClass17,Jon Jeri Taufik😲👏🏻✅. 🥺aku buat konten sepi terus.. tapi tetap semangat buat konten untuk menghibur kalian semua.. Dan Semoga Bisa Menghibur Kalean Semua Ya Guys Ya.. Mohon Maaf Kalau Belum Bisa Menghibur Kalean Guys Ya Guys Ya..,2024-08-09T07:42:40Z,1,0.0
@nangkito,orang pinter yg minterin orang   😒,2024-08-09T07:42:36Z,0,0.0
@amyhuzna7541,Smpe ppgpun dibuatkn Joki 8 smpe 10 juta,2024-08-09T07:42:25Z,0,0.0
@amyhuzna7541,Bukan rahasia umum..... Dulu di cmpusku 750 ribu smpe jutaan,2024-08-09T07:41:59Z,0,0.0
@amirul_9854,Usaha joki indon,2024-08-09T07:41:57Z,0,0.0
@ariyadi6008,Trus utk apa kuliah nuntut ilmu bertahun tahun bljar klau harus pakai joki yg pada akhirnya secara tidak langsung rejeki para orang jujur terrampok oleh oknum2 seperti yg pada akhirnya nnti bila menjabat merusak tatan pemerintahan Ooo sungguh miris...,2024-08-09T07:41:25Z,0,0.0
@KPK-hh4jg,"orang berduit yang berkuasa , semua bisa dibeli ,,memang proo negara tercinta kita",2024-08-09T07:41:24Z,0,0.0
@eliezaariel8159,"la trus kalo yg jurusan dokter aja kelulusannya pake joki, gimana pas jadi dokter ? emang beneran bisa jadi dokter ? apa nggk malpraktek semua itu nanti",2024-08-09T07:41:19Z,0,0.0
@srimawarti1459,Indonesia moral manusianya parah,2024-08-09T07:40:52Z,0,0.0
@listikameisari7711,Ngakak lihat konten ini😅😅😅😅 kok baru dibahas tho mas ini mah dah lama banget wong dosennya juga buka jahitan 😂😂😂 fak kesehatan banyak mas     paling banyak sih swasta😅,2024-08-09T07:40:45Z,0,1.0
@KamarJERI_Official,"Iya bu ngakak aja terus hehe seolah ibu ga terdampak. Kenapa baru saya bahas, karena jasa jokinya sudah jadi PT besar…
Susah memang ya SDM kita… ada hal semenyeramkan ini aja masih bisa ngakak 🥲",2024-08-09T07:46:46Z,0,
@SaucyPowers,Gak ada kejahatan dan kecurangan yang diwajarkan,2024-08-09T07:40:18Z,0,0.0
@bagusristanto1181,Indonesia ngak bakal maju selama korupsi masih mnjdi budaya seadanya hukum di Indonesia seperti di China tentang koruptor saya yakin pasti Indonesia bisa menjadi negara maju semua permasalah yg ada di Indonesia di sebab kan koruptor 90%.apakah perlu rakyat yg mengadili para koruptor sendiri dengan ada nya suatu organisasi rahasia dengan memburu para Koruptor secara langsung hmm nampaknya tidak begitu buruk,2024-08-09T07:40:03Z,0,0.0
@user-od9xf3br6x,Mahasiswa sekarang taunya cuma demo,2024-08-09T07:39:36Z,0,0.0
@BetyCute-ch6oh,"salah sih menurut ku skripsi bukan penentu kualitas Dokter di luar negeri nggak ada tuh skripsi atau nggak wajib, tapi kualitas mereka bagus, kenapa judulnya begitu yah",2024-08-09T07:38:46Z,1,0.0
@jeki0912,"senang bgt, kang Jery upload terus",2024-08-09T07:38:32Z,1,0.0
@annahardianto7300,"Siapa sih embak2 CEO ini?
Penasran",2024-08-09T07:38:22Z,0,0.0
@afriyendi1737,"Konoha adalah negara agamis yg penghuninya mayoritas orang2 rakus, makanya setiap aspek kehidupannya sering dibisniskan dan ga peduli halal atau haram.",2024-08-09T07:38:19Z,0,0.0
@NinaSuprapti,"Lebih berasa hasil perjuangan sendiri, walaupun di bentak² ama Dosen pas skripsian, tapi setidaknya kita pernah merasakan suka duka di Dunia Perkuliahan sampai Lulus🎉🎉. Saya Tim  Menyelesaikan Skripsian sampai 9 Bulan shaking ngerjakan dr awal mpe selesai.",2024-08-09T07:38:10Z,31,2.0
@citybreaks69,kerja dimn skrg kak?,2024-08-10T00:01:44Z,1,
@NinaSuprapti,@@citybreaks69 Saya Guru kak. ☺️,2024-08-10T00:23:38Z,0,
@Puspus661,Ada sih di kampusku yg nyari joki buat skripsi. Mirisnya dia pengajar sebuah sekolah inklusi. Katanya udah gak punya waktu lagi untuk buat skripsi😂,2024-08-09T07:38:07Z,0,0.0
@25hikarisayaka,"Makasih bg jer udah bahas hal YANG PALING DIANGGAP ENTENG AMA PARA OKNUM MAHASISWA ☺️


TOLOOONG BGT BUAT KELEN YG PEN KULIAH TAPIII NGEJOKI GINI
SMOGA IDUP LO PADA MAKIN SENGSARA",2024-08-09T07:37:26Z,0,0.0
@TaraSalijun,"Kalau tugas joki, skripsi joki tetus ngapain kuliah anjirr mending ikut program pelatihan sesuai minat, daripada kuliah semua di jokiin gak guna banget",2024-08-09T07:37:19Z,1,0.0
@Davidxel,"skrg gua lebih nyaman berobat ke apotik dibandingkan ke rumah sakit, layanan dan pengetahuannya beda jauh",2024-08-09T07:36:51Z,6,0.0
@Elon_musk77777,"Demi menghindari Jasa Joki ini, mending Sistem Skripsi, Thesis dan disertasi diapus aja",2024-08-09T07:36:37Z,2,2.0
@agnesarisnan7880,solusinya apa?,2024-08-09T07:56:58Z,0,
@misteryteam5970,"Lebih baik ditekankan ke kejujuran pribadi aja sih. Skripsi, Tesis, Disertasi, Jurnal, dll gak ada masalah, toh univ luar negeri pada menyuruh mahasiswanya buat tesis kalau mau lulus.",2024-08-09T08:56:17Z,1,
@maiyartisemat9948,sesuatu yang dimulai dg buruk akan berakhir buruk pula,2024-08-09T07:34:31Z,0,0.0
@milanbs376,"Adaloh kampus di daerah saya yg terkesan (mewajibkan) skripsimya dosen yang buat
Dan mahasiswanya harus byr di dosenya 😢",2024-08-09T07:34:12Z,0,0.0
@hiwizen9028,"mungkin ada juga yang atasannya nyuruh ngerjain tugas kuliah, hingga tesis disertasi, sampai jurnal ilmiah",2024-08-09T07:32:58Z,0,0.0
@putramaulana1444,"saya mahasiswa tp semalas-malasnya saya, TIDAK AKAN pernah mw skripsi atau bahkan tugas di kerjakan oleh orang lain.. setidaknya harus ada usaha ataupun pemahaman dari  materi kuliah.. walau harus googling, nonton video yutub atau bahkan asist dari AI.. WAJIB PAHAM dgn materi kuliah (walau nti akan lupa) wkwkwkwkkw",2024-08-09T07:32:02Z,26,9.0
@extystv8026,Affa iyah 😅,2024-08-09T18:00:41Z,0,
@syamsulhuda7214,Apa malas itu termasuk usaha?,2024-08-10T02:25:07Z,0,
@Muhammad_RasyasCyberOps,ga percay Haha,2024-08-10T06:52:41Z,0,
@Muhammad_RasyasCyberOps,jangan muna dong...,2024-08-10T06:53:06Z,0,
@putramaulana1444,@@Muhammad_RasyasCyberOps wkwkwkkw berarti yg komen muna atau negatif keliatan kelakuan nya begitu.. gk malu bg? jadi pelajar yg gk mw berusaha,2024-08-10T07:17:55Z,0,
@syamsulhuda7214,@@putramaulana1444 males malesan itu apa positif? 😀,2024-08-10T07:45:31Z,0,
@Muhammad_RasyasCyberOps,@@putramaulana1444 lgi ngomen diri sendiri ya dek? oh jngn lupa ngaca dulu yaaa muna,2024-08-10T11:16:45Z,0,
@putramaulana1444,"@@syamsulhuda7214 g tw ya bg cara org malas jadi positif? contoh di saya selalu mengerjakan tugas di hari yg sama agr bisa malas2an ntinya... lalu gk pernah baca quote bill gate yg suka dgn  org malas ""I choose a lazy person to do a hard job. Because a lazy person will find an easy way to do it."". tambahan quote dari saya, ""change your weakness to became better person not a perfect because none is perfect""",2024-08-12T07:02:15Z,0,
@me_i91,​@@Muhammad_RasyasCyberOps Contoh manusia pemalas lu ya tolol,2024-08-13T02:36:49Z,0,
@Iziavrin,Tadi saya lihat kebacanya KJP kerjainplis  bener ngk?,2024-08-09T07:31:55Z,0,0.0
@FadilahdFadilahd,"Ehmm,menurut gua yang salah yang ngorder aama yng nyediin sih",2024-08-09T07:31:51Z,0,0.0
@Cetacea1503,"Saya salah satu engineers yang sudah masuk dunia industri, banyak teman² saya berkeluh kesah tentang sulitnya mencari pekerjaan. Saya coba Carikan mereka pekerjaan yang layak tapi beberapa kualifikasi yang ditetapkan oleh perusahaan tidak bisa mereka penuhi (Bahasa inggris, Skill berdasarkan jurusan Kuliah, pemahaman dasar tentang rumus² yg pernah di pelajari di perkuliahan). Kadang saya bingung kenapa bisa lulusan² sekarang nilai tinggi tapi skill rendah? Pengetahuan teoretis bahkan hampir tidak ada, apakah penyebabnya covid atau sebenarnya budaya mencontek & joki yang sedang marak di bahas di dunia pendidikan saat ini?.",2024-08-09T07:31:38Z,2,0.0
@DezumOfficial,"ADUH, ITU SUDAH LAMA SEKALI KONGKALIKONG KONG KONG. MAKANYA SARJANA SEKARANG PENGANGGURAN",2024-08-09T07:31:30Z,0,0.0
@jokopurnomo6530,Aku murni bikin sendiri. Joki untuk konsul aja apa aja yg di tanyakan dan dijawab. Kasih yang juga seikhlasnya karena cmn dibantu hitung aja lainya diajarin menguasai skirpsi kita sendiri,2024-08-09T07:31:28Z,1,0.0
@wilhelmineugenia3235,"Sy bersyukur banget, walaupun telat lulus sesuai target setidaknya skripsi yg sy buat murni usaha sendiri setelah begadang sampe jam 5 pagi, bolak balik bimbingan ,revisi hingga ACC.
Ada kebanggaan tersendiri bisa menulis skripsi sendiri 😁

Yang pake joki mana mengerti artinya berjuang",2024-08-09T07:31:23Z,36,3.0
@KAMBINGKU1,"Membuat skripsi itu mengajarkan kita tentang pengorbanan, ketelitian, kesabaran.",2024-08-09T07:40:51Z,1,
@blueocean1561,Bner banget ampe gue nangis krn seangkatan gue cuman 3 org yg telat wisuda tp enak kali rasanya ada kebanggaan sendiri,2024-08-09T09:31:40Z,1,
@blueocean1561,"@@wilhelmineugenia3235 ampe rasanya mau nangis ya apalagi pas tahu temen udah di ACC itu ya tuhan rasanya nyesek banget wkwkwwkwk jd inget kan jaman kuliah beberapa tahun lalu,, memori gak bisa terlupakan",2024-08-11T04:42:56Z,0,
@devilsaja2324,"Saya dulu jadi salah satu yang menjadi joki skripsi, lebih ke jurusan teknik, rumayanlah dapatnya uang",2024-08-09T07:31:22Z,1,0.0
@nurulalwifadhilah6167,"Gw udh nyobain liquid genlabs watermelon bubblegum dan liquid ny bnr² smooth bgt, thank's bg jeri🔥🔥",2024-08-09T07:31:14Z,5,0.0
@ameliagustihaerini387,Udah lama jasa itu dari jaman saya kuliah thn 90 an,2024-08-09T07:31:00Z,0,0.0
@yoz8726,Ga aneh sih dlu pas jaman kuliah 2005 banyak jasa joki skripsi dan aneh nya lulus nya legal dr kampus jg 😅😅😅,2024-08-09T07:30:30Z,0,0.0
@RijalMuhamadFauzi,Minta doa nya semua vans kak jerry saya lagi skripsian semoga di lancarkan aamiin🤲,2024-08-09T07:30:04Z,0,0.0
@mononomono_,generasi CEMAS is real ,2024-08-09T07:29:22Z,0,0.0
@hakunamatata9155,Aku like ya kakek jeri,2024-08-09T07:29:07Z,0,0.0
@AdminChannelini,"Bang jeri ,mau nanya nih joki itu berati orang pinter ya, atau dia make ai untuk mengerjakannya.
Karena ini yang jadi rahasia di bukanya jasa joki.
Metode apa yang di pake si joki?",2024-08-09T07:29:02Z,1,0.0
@gabrielfahrenheit9227,"Gw pernah joki skripsi punya temen mamak gw yg guru, tapi cuma 3 bulan gw resign soalnya gw gak paham seluk beluk skripsi, dan gw pun masih smp 😂",2024-08-09T07:28:38Z,0,0.0
@user-qs1ek8em6g,Ya aku tau semua pakai begituan,2024-08-09T07:28:09Z,0,0.0
@rupertstillwater6777,Kocak memang! Tapi itu yg d minta sama mentrinya si Mukidin toh,2024-08-09T07:27:55Z,0,0.0
@jasminetea9494,Haha jadi inget dulu gue pernah negor temen gara gara dia pake joki skripsi eh malah gue dibilang iri sama dia🤣 susah emang kalo org udah begitu😂😂😂 sekarang dia kerja juga ga ngerti apa apaan😂😂😂,2024-08-09T07:27:27Z,0,0.0
@HuangLijie0205,Ngeriiii! Pntesn mkn bnyak aja mal praktek!,2024-08-09T07:26:14Z,0,0.0
@ChandraGustian12,joki itu sama kayak AI ya hehehee,2024-08-09T07:26:10Z,0,0.0
@StorryBoba,Lah kok bisa ugm ngundang penipu,2024-08-09T07:25:37Z,0,0.0
@sanxans2722,"Plot twist skripsi ala gw:
- ngerjakan skripsi sendiri
-revisi bolak balik kek setrikaan
-sharing ma temen2
-setelah bulanan akhirnya selesai
-kiloin kertas revisi skripsi semua geng gw
-gw jual kertas d loakan
-duitnya buat mabok sampe pagi
Sumpah ngakak
(U****2015)
Al*f,d**a, a*n, b**us
Gimana kabar kalian brok?",2024-08-09T07:25:30Z,1,1.0
@KAMBINGKU1,Anda tidak salah dan anda juga tidak benar,2024-08-09T07:47:11Z,0,
@user-ve1db2kt2r,"Sejak Jaman Suharto Terkurop, apapun instansi dapat di jual-belikan><Orang Jujur Remuk-Orang Jinius di musuhi - di gusur - Bahkan di Bunuh...Oleh PENGUASA, Penjabat elite, dan Orang Berduwet. Mangkanya Era Suharto sampai SBY ...Kerjanya cumaRUTINITASmenonton....NEGARANYA CUMA BERKEMBANG TIDAK MAJU-MAJU, KARENA SEMUANYA DI KUROPSI.",2024-08-09T07:25:25Z,0,0.0
@sxynnn,"Jasa joki di ml aja itu tindakan yg ilegal, apalagi jasa joki skripsi 🗿",2024-08-09T07:24:36Z,0,0.0
@user-hj6qc6ju9k,"Joki skripsi UD GK asing, byk mahasiswa yg mau lulus tp GK BS ngerjai skripsi karna urusan pekerjaan ya cari joki untuk ngerjai skripsinya, teman2 ku jg byk yg pakai jasa joki..",2024-08-09T07:24:23Z,1,0.0
@muhammadyusup1653,"Kuliahcumanbuat gaya2, nongkrong2gakjelas,habisin uang orangtua,pesta S***, bikinkeribuatan,demo merusak fasilitas publik,yg paling utama  jadipasukan NASIBUNGKUS.",2024-08-09T07:23:50Z,0,1.0
@ManagueTau25,Udah lulus bang?,2024-08-09T07:27:53Z,0,
@Wendi_0,"ini nihhh yg namanya generasi penerus bangsa🗿,
habiskan duit orang tua aja, paling setelah lulus gak berguna tuh ilmunya di masyarakat.",2024-08-09T07:23:29Z,1,1.0
@zulaikaharja6598,Paling2 mentok sdh lulus jd judionline dan ngonten youtube di julukin di era milinium kerja instan 😅😅😅😅,2024-08-09T08:15:42Z,0,
@upilbadak4718,Ternyata berobat diluar negeri gak buruk2 amat wkkwk,2024-08-09T07:23:23Z,3,0.0
@achmadistawa9965,"Pantas budaya akademik negara ini sangat buruk. Selain kelakuan akademisi yang korup dan manipulatif, ditambah lagi dengan jasa joki. Parahnya, akademisi pun ikut bermain dalam jasa joki ini.

Untung saya kerjakan skripsi 100% dengan tangan saya sendiri. Jangankan sewa joki, saya malahan tidak pernah pakai AI atau ChatGPT bahkan minta tolong ""ketikin"" sama orang lain saja tidak pernah.",2024-08-09T07:23:21Z,10,0.0
@ludeva8880,Napa ga sekalian aja beli ijazah😂,2024-08-09T07:23:12Z,0,0.0
@genzkomedi,"mau juga ah bikin perusahan gitu. namanya perusahaannya

PT Mencetak Generasi Guoblok Nasional",2024-08-09T07:23:12Z,0,0.0
@rokicandra5009,Sudah lama ini terjadi dikota kota besar bang !!!,2024-08-09T07:23:09Z,0,0.0
@zaka27-o4z,"nah ini blom seberapa bang,gua sedikit ceritaa pengalaman gua joki ,jadi gua kenal joki tugas itu dari 2018,jaman jamanya  covid ,bahkan gua punya tmen dia masih kls 10 smk and gua kelas 9 smp mah gua di kasih tau tmen guaa katanya lu mau dapet duit gak?mayan banyak truss tmen gua bilang,sini dah download tele,yaudah lah gua download and gua liat liat tenyata bner joki itu untung nya gede bang,dari joki sd,smp,smk,kuliah,awalnya tmen gua jadi jokii  tuh cuma ambil jokian kaya pilihan ganda anak smp,tapi lama ke lamaan,bnyak jugaa orng nipu dengan so so an bisa ngerjain tugas itu,bahkan sampe puluhan juta pun ada orng ketipu gegara ituu,emng itu joki tugas udh sadis banh,paling rame di apk X coba lu cari tau lagi lebih dalem,kalo lu ga percaya lu buka tele lu,ketik joki tugas yok,pasti ada grup di situu lu ntar pas masuk di tanya mau jadii klien or penjoki,",2024-08-09T07:22:11Z,0,0.0
@rehanpalee9994,biasa oktumm😂,2024-08-09T07:21:28Z,0,0.0
@wawok7146,2 jutaan terima beres,2024-08-09T07:20:57Z,0,0.0
@hizkiakrami9012,Pantesan bangsa kita tetep b0d0h ga pernah bisa pintar😂,2024-08-09T07:20:55Z,0,0.0
@user-bp5wj1cx2n,"Waktu dulu aq mau nyusun skripsi, gimana mau nyewa joki, bayar uang kuliah aja ngap2an..... 😅😅😅😅",2024-08-09T07:20:53Z,18,0.0
@My_shorts1,awal mula adanya malpraktek,2024-08-09T07:20:25Z,0,0.0
@d32na,"17:05 ""memasuki masa uji coba, dilihat dulu kinerja nya sebelum jd pegawai"" ... Nah faktanya kalau d pemerintahan sih (1) pejabat: bisa promosi asal punya ijazah, ga peduli lu bodo, ga berskill, gaptek, ga ounya trek record bagus (2) pegawai biasa: bisa masuk asal ada ordal, ga peduli lu punya skill atau ga yg penting bisa masuk jd pegawai dg gaji sama dg pegawai lama langsung",2024-08-09T07:20:19Z,1,0.0
@hendyprayoga7491,"Makanya sy setuju dgn peryataan andy noya,pas mau menerima sleksi pekerja pertama dilihat nilai bagus"" ipk 3,5 keatas pas diwawancara kaget tdk sesuai nilai,jawabannya ngawur/tdk punya pisi dan misi/tdk yambung😄makanya putra sy 3 semuanya menempuh pendidikan di swasta biar nilainya murni/lebih baik nilai cukup tdk juara dikelas tapi juara dikehidupan👍",2024-08-09T07:20:16Z,0,2.0
@anonymouskira4205,"Mau univ negeri mau swasta sama aja kk...
Konsep joki skripsi bisa tembus koq😁😁",2024-08-09T07:24:03Z,0,
@hendyprayoga7491,@@anonymouskira4205 utk putra sy now.,2024-08-09T09:19:47Z,0,
@Spltywnn,"Warganya aja masih suka curang kek gitu apa lagi pejabatnya, 

Takut ah tar ilang gua🗿💃",2024-08-09T07:19:22Z,4,1.0
@KAMBINGKU1,🏃🏃🏃,2024-08-09T07:49:35Z,0,
@jalankita2,Gw dan akhirnya ga ga guna,2024-08-09T07:18:43Z,0,0.0
@kavlingtanahbebasriba4605,"dari hal kecil aja bang, dulu pas masih sd/smp/sma sering banget di mintain contekan pas ujian, gak di kasih malah di bully, di katain pelit dan gak ditemenin, termasuk saya korbannya, meskipun saya sekarang gak jadi apa apa, tapi ini kan soal kejujuran, dari hal itu aja, hal yg bener aja malah dibully, ya gimana yg tingkat lanjutnya sampek kuliah dan nanti pegang jabatan",2024-08-09T07:18:03Z,5,2.0
@anonymouskira4205,"Agak relate sih...paling dikatain pelit doank gk sampai dijauhin atau dibulli...😁
Ntah klo zaman now gimana....😁
Soalnya era 2010an masih kompe banget orang2nya alias fokus prestasi pribadi....
Ken kasus ya siap2 suram aja masa depannya...",2024-08-09T07:21:58Z,1,
@misteryteam5970,"Saya juga sama merasakan apa yg diceriran sama anda. Pernah dikata pelit karena gak bagi2 jawaban. Namun nasib sekarang baru berpihak sama yg tukang nyontek, yg hobi nyontek udah pada jadi karyawan perusahaan ternama atau bahkan s2. Sementara saya masih berjuang untuk menggapai cita2 saya",2024-08-09T08:49:11Z,0,
@dalail5030,Semakin rusaklah negeri ini kalau pemerintah tidak memberantas sampe keakar2nya,2024-08-09T07:17:49Z,1,0.0
@alfareza9633,Inilah yang di sebut menuju indonesia cEMAS,2024-08-09T07:17:32Z,0,0.0
@user-nw3hb9cw2e,"kita hidup di negeri sulap,,, hhahhaaahah inget itu bang jery",2024-08-09T07:17:15Z,0,0.0
@sanxans2722,"Kenapa pake joki?
Ya karena dosennya mempersulit mahasiswa, 
Sudah khatam gw bolak balik revisi skripsi,
Tapi alhamdulillah gw ga pake joki yg penting telaten.
Plot twistnya kertas revisi skripsi gw kumpulin, sama temen2 gw.
Trus kertasnya gw jual.
Hasil jualan kertas yg berkilo kilo itu duitnya gw buat mabok ma temen2 gw.
Mantap kan?",2024-08-09T07:17:08Z,1,2.0
@KAMBINGKU1,Kamu tidak salah dan kamu juga tidak benar,2024-08-09T07:36:07Z,1,
@sanxans2722,@@KAMBINGKU1 yang penting telaten broo,2024-08-09T07:43:15Z,0,
@wisnubayuaji7504,"berbanggalah kalian yang mengerjakan skripsi tanpa menggunakan jasa joki skripsi, lulus skripsi tanpa menggunakan joki lebih keren",2024-08-09T07:17:08Z,502,50.0
@Antisocialmedia-vo4zd,"Selain lebih keren lebih ada memory nya juga. Ngelewatin masa"" stress degdegan takut begadang dll...",2024-08-09T07:53:04Z,39,
@edo92466,"Iya. Tp gak ada guna jg skripsi.. Gk ada guna di tempat kerja... Gak di tanya jg. Yg penting itu skill di tempat kerja
Buang2 waktu dan duit buat skripsi itu...",2024-08-09T08:21:44Z,25,
@putuadinugraha2159,"bner bgt bang, ad rasa kebanggaan. aplg pas di wisuda, ngliat bpk ibu (trutama ibu smpe kluar air mata) yg dmn beliau tau gmn prjuangan sy nyusun.",2024-08-09T09:22:01Z,12,
@WarRobotsGameroom,@@edo92466 lari ke belakang aja sekolah gak ada gunanya mending duitnya buat usaha kerja,2024-08-09T09:24:38Z,0,
@blueocean1561,"Ngerasain gmn susahnya lulus proposal skripsi, nyari dosen kerumah ampe jam 11 mlm wkwkwkwk",2024-08-09T09:30:00Z,5,
@awwnbzero6049,🔥🔥🔥,2024-08-09T09:35:45Z,0,
@uchiha_youshine,"lebih keren dan pasti berani mempertanggung jawabkan, dan pasti hasilnya maksimal meskipun pasti revisi, apalagi skripsi berbahasa asing..",2024-08-09T09:49:11Z,5,
@sanyrenita,"​@@edo92466 kayaknya semuanya dikomen begini ya 😂
Skill itu sendiri juga didapat dari proses pendidikan.
Baik pendidikan formal maupun informal.
Kalau mengikuti pendidikan formal memang pasti ada tahap ujian akhir, salah satu bentuk ujian akhir adalah pembuatan skripsi.",2024-08-09T10:06:45Z,4,
@wisnubayuaji7504,"@@Antisocialmedia-vo4zd betul sekali , justru disitu seninya",2024-08-09T10:25:58Z,0,
@wisnubayuaji7504,"@@edo92466 memang benar tapi standar umumnya kampus di Indonesia demikian , lebih bagus dan efektif sebenernya ya non skripsi yang lebih menunjang kedunia kerja",2024-08-09T10:27:18Z,0,
@wisnubayuaji7504,"@@uchiha_youshine benar, itu point' utamanya",2024-08-09T10:27:58Z,0,
@raraid3057,"Gw baru sidang akhir kemarin, psikologi. Jujur gw awalnya hopeles kerjain, banyaknya revisi buat down. Lama-kelamaan gw nikmatin, dan akhirnya pas sidang kemarin skirpsi gw di puji skripsi yang bagus di dunia penelitian psikologi",2024-08-09T11:10:27Z,1,
@Black-ut9gi,"Di Indonesia gak perlu jadi Keren mas,cara ini udah ada dari zaman belanda,bila mereka berjaya,mereka mampu kerja di pemerintahan,dan mereka akan jadi pelapis baru bagi para koruptor..yang penting mampu cari cuan banyak bosku",2024-08-09T11:12:32Z,0,
@raraid3057,"@@edo92466andaikan lu tau nikmatnya ngerjain skripsi sendiri, nikmatnya pas sidang dan lu bisa jawab semua jawaban lu sesuai dengan apa yang lu tulis. Klo lu joki yakin deh gak mungkin lu akan ingat setiap halaman yang di buat sama joki, bisa buat lu jantungan pas sidang. Sedangkan yang buat sendiri hanya mengulang kembali memori skripsi di kepala mereka.",2024-08-09T11:13:16Z,0,
@Antisocialmedia-vo4zd,"@@raraid3057 gue prnh nonton penjelasan dosen psikologi univ mana gtu lupa lewatin menikmati  masa"" begadang capek nyusun skripsi tetis dll itu termaksud selflove lho bang karena berdampak positif utk masa depan",2024-08-09T11:23:20Z,0,
@andikafairuzzaki318,"Lebih asik aja sih ngerjain skripsi tanpa joki. Perjuangannya kerasa, rintangannya lebih kerasa",2024-08-09T11:46:08Z,1,
@bayufajar7975,"Bener bang, apalagi pas revisi beuh indahnya pengen nampol dospem wkwkwkwk",2024-08-09T12:17:43Z,0,
@bayufajar7975,"Bener bang, apalagi pas revisi skripsi beuhh rasanya mau nampol dospem 🤣🤣🤣",2024-08-09T12:18:46Z,0,
@wisnubayuaji7504,@@raraid3057 semua yang diraasakan fase skripsi itu hanya pembiasaan saja wajar down atau nervous pusing dan tertekan menjadi satu,2024-08-09T12:26:07Z,0,
@wisnubayuaji7504,@@bayufajar7975 hal yang wajar yang penting dopem gak ghosting aja kerjaanya mau ngamuk kek manapun terima dengan legowo,2024-08-09T12:26:59Z,0,
@cindysyasvinadamayanti,Alhamdulillah selesai kuliah dengan skripsi murni mengerjakan sendiri,2024-08-09T12:43:53Z,1,
@babyomegaplusultra6978,"@@edo92466 Benar sekali gak ada gunanya. Buang waktu dan uang, saya out dari campus gara2 masalah skripsi ini. Kebanyakan skripsi hanya mengenai penyalahgunaan kekuasaan, membentak, meremehkan, pembulian dibalut pendidikan (birokrasi kotor). Teman saya 14 taun baru lulus dan pakai joki. Dinegara maju, skripsi udah gak ada, diganti praktek langsung ditempat kerja (lebih aplikatif) dan membuat laporan sebagai syarat kelulusan, lebih praktis dan lansung ke inti.",2024-08-09T13:05:19Z,0,
